,REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,ILI AGE 0-4,ILI AGE 25-49,ILI AGE 25-64,ILI AGE 5-24,ILI AGE 50-64,ILI AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
2345,Census Regions,East South Central,2022,39,2.61488,2.50922,1296,493,664,1283,171,151,3394,294,135261,1546,21,6,1.7464380000000002,1.35834,0.388098
2346,Census Regions,West South Central,2022,39,3.70545,3.10481,1609,433,581,1715,148,123,4028,215,129734,8721,392,16,4.678365,4.4949,0.183465
2347,Census Regions,Mountain,2022,39,1.48628,1.73667,567,460,664,844,204,214,2289,281,131804,6256,14,1,0.2397697,0.223785,0.0159847
2348,Census Regions,Pacific,2022,39,1.81248,1.66852,1276,610,834,1336,224,224,3670,348,219956,16205,336,10,2.1351393,2.07343,0.0617093
2349,Census Regions,New England,2022,40,1.48851,1.59727,755,490,724,811,234,285,2575,262,161213,4684,30,0,0.640478,0.640478,0.0
2350,Census Regions,Mid-Atlantic,2022,40,2.65546,3.0327,2383,1764,2370,2492,606,488,7733,376,254987,8533,36,1,0.4336102,0.421891,0.0117192
2351,Census Regions,East North Central,2022,40,2.09248,2.03164,2251,738,1059,1791,321,325,5426,555,267075,12355,110,19,1.044112,0.890328,0.153784
2352,Census Regions,West North Central,2022,40,1.75646,1.80743,684,270,400,695,130,89,1868,279,103351,8154,46,14,0.735835,0.56414,0.171695
2353,Census Regions,South Atlantic,2022,40,3.20106,3.14952,6847,3169,4385,7578,1216,1145,19955,938,633588,9708,632,26,6.77791,6.51009,0.26782
2354,Census Regions,East South Central,2022,40,3.26802,3.12989,1405,565,727,1570,162,136,3838,310,122624,1504,49,13,4.122342,3.25798,0.864362
2355,Census Regions,West South Central,2022,40,3.98302,3.35887,1594,538,730,2030,192,136,4490,228,133676,8738,665,22,7.862214,7.61044,0.251774
2356,Census Regions,Mountain,2022,40,1.56635,1.67014,636,435,586,773,151,174,2169,291,129869,6400,17,1,0.28125,0.265625,0.015625
2357,Census Regions,Pacific,2022,40,2.15773,2.2963,1948,2749,3831,2401,1082,1084,9264,445,403431,18173,399,9,2.245084,2.19556,0.049524
2358,Census Regions,New England,2022,41,1.57571,1.7063,955,489,720,834,231,290,2799,262,164039,4707,35,2,0.7860629,0.743573,0.0424899
2359,Census Regions,Mid-Atlantic,2022,41,3.53112,3.27581,2636,1323,1811,2290,488,415,7152,376,218328,8838,70,1,0.8033488,0.792034,0.0113148
2360,Census Regions,East North Central,2022,41,2.29564,2.21162,2795,912,1259,2028,347,396,6478,556,292908,14603,241,17,1.766764,1.65035,0.116414
2361,Census Regions,West North Central,2022,41,1.83382,1.9153,724,289,428,756,139,153,2061,278,107607,8251,60,4,0.775664,0.727185,0.048479
2362,Census Regions,South Atlantic,2022,41,3.55487,3.46126,7122,3551,4821,8668,1270,1183,21794,956,629656,9818,715,21,7.496433,7.28254,0.213893
2363,Census Regions,East South Central,2022,41,3.97258,3.99738,1613,927,1209,2135,282,235,5192,314,129885,1762,132,9,8.002272999999999,7.49149,0.510783
2364,Census Regions,West South Central,2022,41,4.60773,3.95483,1863,732,1032,2509,300,172,5576,232,140992,9687,1126,20,11.830262,11.6238,0.206462
2365,Census Regions,Mountain,2022,41,1.6644,1.81444,672,450,617,804,167,189,2282,300,125769,10012,25,4,0.2896521,0.2497,0.0399521
2366,Census Regions,Pacific,2022,41,2.35473,2.42896,2243,2846,4016,2755,1170,1040,10054,446,413922,20377,557,10,2.7825449,2.73347,0.0490749
2367,Census Regions,New England,2022,42,1.684,1.80708,1044,530,801,916,271,255,3016,266,166899,5231,61,2,1.2043636000000002,1.16613,0.0382336
2368,Census Regions,Mid-Atlantic,2022,42,3.20114,3.70164,3254,2021,2701,3120,680,569,9644,379,260533,9665,145,1,1.5106066,1.50026,0.0103466
2369,Census Regions,East North Central,2022,42,2.64988,2.62034,2951,873,1252,2190,379,335,6728,562,256761,16885,457,18,2.813143,2.70654,0.106603
2370,Census Regions,West North Central,2022,42,1.89849,2.00117,929,315,432,835,117,126,2322,292,116032,9007,210,10,2.442545,2.33152,0.111025
2371,Census Regions,South Atlantic,2022,42,4.25106,4.14242,8234,4353,5974,11311,1621,1447,26966,963,650972,11949,1392,16,11.783402,11.6495,0.133902
2372,Census Regions,East South Central,2022,42,4.71731,4.65206,1787,1175,1538,2698,363,257,6280,256,134994,2056,243,6,12.110929,11.8191,0.291829
2373,Census Regions,West South Central,2022,42,5.13027,4.43164,1874,883,1233,2912,350,179,6198,229,139858,11060,1685,29,15.497306,15.2351,0.262206
2374,Census Regions,Mountain,2022,42,1.90975,2.21754,1108,606,868,1121,262,285,3382,335,152511,5776,44,5,0.8483381000000001,0.761773,0.0865651
2375,Census Regions,Pacific,2022,42,2.66832,2.76188,2532,2963,4223,3265,1260,1059,11079,444,401140,23798,843,21,3.6305527,3.54231,0.0882427
2376,Census Regions,New England,2022,43,2.11543,2.29817,1387,680,957,1193,277,332,3869,266,168351,5885,124,4,2.1750194,2.10705,0.0679694
2377,Census Regions,Mid-Atlantic,2022,43,3.76048,4.38994,4618,2460,3296,4716,836,658,13288,379,302692,11410,436,1,3.8299742400000003,3.82121,0.00876424
2378,Census Regions,East North Central,2022,43,3.01426,2.84335,3739,1128,1589,2873,461,488,8689,563,305590,19567,1064,13,5.5041684,5.43773,0.0664384
2379,Census Regions,West North Central,2022,43,2.16325,2.259,1049,394,583,1008,189,151,2791,293,123550,9488,498,13,5.385755,5.24874,0.137015
2380,Census Regions,South Atlantic,2022,43,6.30765,6.09381,11426,6902,9224,19595,2322,1986,42231,962,693015,14511,2283,16,15.843161,15.7329,0.110261
2381,Census Regions,East South Central,2022,43,7.66862,7.88502,2601,2252,2907,5665,655,403,11576,315,146810,2697,491,23,19.058199000000002,18.2054,0.852799
2382,Census Regions,West South Central,2022,43,6.6538,5.86083,2415,1278,1697,4331,419,239,8682,229,148136,12861,2981,21,23.341884,23.1786,0.163284
2383,Census Regions,Mountain,2022,43,2.37774,2.85632,1463,777,1084,1499,307,341,4387,337,153589,8199,107,3,1.3416298,1.30504,0.0365898
2384,Census Regions,Pacific,2022,43,3.26322,3.32348,3314,3715,5286,4123,1571,1260,13983,444,420734,28233,1357,19,4.8737271,4.80643,0.0672971
2385,Census Regions,New England,2022,44,2.68957,2.92439,1646,868,1217,1857,349,328,5048,266,172617,6461,298,2,4.643244999999999,4.61229,0.030955
2386,Census Regions,Mid-Atlantic,2022,44,5.00578,5.77617,5515,3297,4328,7040,1031,738,17621,374,305064,12704,934,5,7.3913777000000005,7.35202,0.0393577
2387,Census Regions,East North Central,2022,44,3.77951,3.50394,4233,1294,1770,4198,476,477,10678,562,304743,23407,2116,31,9.172469,9.04003,0.132439
2388,Census Regions,West North Central,2022,44,2.72014,2.84406,1163,486,674,1511,188,162,3510,291,123415,11723,1317,16,11.370783999999999,11.2343,0.136484
2389,Census Regions,South Atlantic,2022,44,7.65916,7.48151,13065,9364,12165,26080,2801,2360,53670,956,717369,18004,3777,15,21.0620148,20.9787,0.0833148
2390,Census Regions,East South Central,2022,44,10.2053,10.0779,3328,3194,4064,7568,870,521,15481,316,153613,3238,785,31,25.200781000000003,24.2434,0.957381
2391,Census Regions,West South Central,2022,44,7.50366,6.70572,2657,1486,1995,5191,509,299,10142,229,151244,15813,4463,21,28.356402000000003,28.2236,0.132802
2392,Census Regions,Mountain,2022,44,3.32101,3.8576,2000,1016,1423,2224,407,430,6077,335,157533,9498,376,6,4.0219012,3.95873,0.0631712
2393,Census Regions,Pacific,2022,44,4.00931,4.00747,3867,4455,6293,5346,1838,1514,17020,447,424707,32779,2887,18,8.8623832,8.80747,0.0549132
2394,Census Regions,New England,2022,45,2.72655,2.99508,1621,942,1365,1825,423,363,5174,266,172750,6828,467,2,6.8687712,6.83948,0.0292912
2395,Census Regions,Mid-Atlantic,2022,45,5.37944,6.16506,6136,3677,4851,7293,1174,772,19052,379,309032,12621,1412,5,11.227316499999999,11.1877,0.0396165
2396,Census Regions,East North Central,2022,45,3.95578,3.6683,4363,1508,2079,4312,571,531,11285,565,307636,24535,2854,43,11.80766,11.6324,0.17526
2397,Census Regions,West North Central,2022,45,3.21664,3.36301,1252,592,830,1895,238,170,4147,293,123312,12753,2027,14,16.004078,15.8943,0.109778
2398,Census Regions,South Atlantic,2022,45,7.30079,7.21527,12771,9395,12444,22008,3049,2522,49745,961,689441,16649,3239,28,19.622778,19.4546,0.168178
2399,Census Regions,East South Central,2022,45,8.92099,8.65123,2823,2821,3698,5227,877,589,12337,314,142604,2974,630,39,22.49497,21.1836,1.31137
2400,Census Regions,West South Central,2022,45,8.40583,6.77777,2423,1463,2161,4310,698,318,9212,230,135915,16506,4583,20,27.886868,27.7657,0.121168
2401,Census Regions,Mountain,2022,45,4.30327,4.90529,2622,1257,1758,3086,501,528,7994,337,162967,10756,724,7,6.79621,6.73113,0.06508
2402,Census Regions,Pacific,2022,45,5.04011,4.96326,4640,5286,7546,7097,2260,1826,21109,448,425305,40504,5402,30,13.4110668,13.337,0.0740668
2403,Census Regions,New England,2022,46,2.85033,3.13621,1318,1037,1460,1935,423,443,5156,266,164402,7749,815,3,10.5562147,10.5175,0.0387147
2404,Census Regions,Mid-Atlantic,2022,46,5.5246,6.33442,5140,3921,5077,7371,1156,851,18439,376,291092,14094,2141,3,15.2121857,15.1909,0.0212857
2405,Census Regions,East North Central,2022,46,4.42019,4.06042,3726,1816,2476,4851,660,571,11624,562,286276,28330,5423,56,19.339969999999997,19.1423,0.19767
2406,Census Regions,West North Central,2022,46,3.98796,4.22245,1413,739,1038,2618,299,230,5299,294,125496,14095,3006,20,21.468594,21.3267,0.141894
2407,Census Regions,South Atlantic,2022,46,6.19047,6.1928,10346,8702,11565,17088,2863,2338,41337,961,667501,14719,2503,17,17.120697,17.0052,0.115497
2408,Census Regions,East South Central,2022,46,8.20317,7.92679,2370,2560,3329,4464,769,587,10750,315,135616,2600,556,42,22.99998,21.3846,1.61538
2409,Census Regions,West South Central,2022,46,8.62968,6.82682,2096,1361,1809,3642,448,390,7937,220,116262,16449,4290,27,26.244744,26.0806,0.164144
2410,Census Regions,Mountain,2022,46,5.41929,6.13025,2908,1646,2414,4123,768,704,10149,336,165556,12455,1496,4,12.0433156,12.0112,0.0321156
2411,Census Regions,Pacific,2022,46,6.25956,6.02229,5532,6890,9675,9137,2785,2384,26728,447,443818,47284,8520,17,18.054752999999998,18.0188,0.035953
2412,Census Regions,New England,2022,47,4.61554,5.14757,1568,1532,2153,3222,621,658,7601,262,147662,8740,1959,4,22.4599666,22.4142,0.0457666
2413,Census Regions,Mid-Atlantic,2022,47,7.07589,8.26635,5317,4888,6376,10004,1488,1217,22914,376,277196,14770,3871,6,26.2491229,26.2085,0.0406229
2414,Census Regions,East North Central,2022,47,6.24523,5.61877,4669,2744,3828,6495,1084,972,15964,563,284119,30000,8613,31,28.813333,28.71,0.103333
2415,Census Regions,West North Central,2022,47,6.43648,6.66392,2037,1207,1697,3117,490,431,7282,292,109275,14197,4304,16,30.429,30.3163,0.1127
2416,Census Regions,South Atlantic,2022,47,6.84615,6.88162,10583,9383,13028,15852,3645,3358,42821,960,622252,14756,2957,13,20.1273998,20.0393,0.0880998
2417,Census Regions,East South Central,2022,47,10.6984,10.3019,3047,3377,4660,5126,1283,992,13825,313,134199,2907,783,52,28.723789999999997,26.935,1.78879
2418,Census Regions,West South Central,2022,47,8.45468,7.51516,2605,2428,3326,3653,898,630,10214,232,135912,14682,4306,24,29.491864999999997,29.3284,0.163465
2419,Census Regions,Mountain,2022,47,6.95966,7.96301,3355,2255,3144,4403,889,1120,12022,332,150973,12938,2574,9,19.9644625,19.8949,0.0695625
2420,Census Regions,Pacific,2022,47,8.97363,8.59046,6358,8343,11821,11053,3478,3061,32293,435,375917,44970,11229,24,25.023368899999998,24.97,0.0533689
2421,Census Regions,New England,2022,48,6.04581,6.60966,1889,2823,4024,4467,1201,1268,11648,262,176227,11472,3069,6,26.8044013,26.7521,0.0523013
2422,Census Regions,Mid-Atlantic,2022,48,7.84987,9.24343,5844,7569,9934,11656,2365,1761,29195,377,315846,18067,5053,3,27.9847049,27.9681,0.0166049
2423,Census Regions,East North Central,2022,48,6.23961,5.77572,4922,4060,5569,6560,1509,1416,18467,562,319735,38284,11485,24,30.0621894,29.9995,0.0626894
2424,Census Regions,West North Central,2022,48,5.82408,5.99524,1918,1643,2366,2923,723,650,7857,289,131054,18790,5394,23,28.829206000000003,28.7068,0.122406
2425,Census Regions,South Atlantic,2022,48,6.42534,6.47073,9517,11483,15832,15224,4349,3994,44567,958,688748,15900,2717,13,17.169861,17.0881,0.081761
2426,Census Regions,East South Central,2022,48,9.41549,9.00759,2673,3770,5261,4218,1491,1185,13337,318,148064,2979,678,36,23.96776,22.7593,1.20846
2427,Census Regions,West South Central,2022,48,7.72788,7.02047,2441,2621,3615,3727,994,772,10555,226,150346,15302,3269,32,21.572323,21.3632,0.209123
2428,Census Regions,Mountain,2022,48,6.80589,7.75852,3435,2923,4116,4726,1193,1378,13655,334,176000,14659,3593,9,24.5718957,24.5105,0.0613957
2429,Census Regions,Pacific,2022,48,8.33331,7.93748,5856,11150,15951,10122,4801,4463,36392,441,458483,56332,13577,26,24.147954900000002,24.1018,0.0461549
2430,Census Regions,New England,2022,49,7.05283,7.53722,1916,2901,4138,5584,1237,1342,12980,266,172212,10722,3049,4,28.4742065,28.4369,0.0373065
2431,Census Regions,Mid-Atlantic,2022,49,7.94445,9.16217,5246,6519,8609,11565,2090,1510,26930,375,293926,17207,4651,7,27.0703811,27.0297,0.0406811
2432,Census Regions,East North Central,2022,49,6.23648,5.7838,3920,3889,5419,7131,1530,1429,17899,559,309468,38414,12401,44,32.397042,32.2825,0.114542
2433,Census Regions,West North Central,2022,49,6.18429,6.42669,1783,1720,2412,3378,692,636,8209,290,127733,19043,5807,16,30.5781204,30.4941,0.0840204
2434,Census Regions,South Atlantic,2022,49,5.63377,5.71268,8088,9203,12962,13513,3759,3517,38080,959,666587,14434,1929,8,13.4197247,13.3643,0.0554247
2435,Census Regions,East South Central,2022,49,7.24799,6.89488,1941,2474,3497,3122,1023,850,9410,316,136478,2533,385,33,16.502200000000002,15.1994,1.3028
2436,Census Regions,West South Central,2022,49,7.45821,6.61239,2067,2118,3017,3760,899,658,9502,225,143700,14737,3010,46,20.73694,20.4248,0.31214
2437,Census Regions,Mountain,2022,49,7.09604,8.14039,2957,2751,3856,5369,1105,1245,13427,319,164943,14885,4568,20,30.822963,30.6886,0.134363
2438,Census Regions,Pacific,2022,49,7.41801,7.10032,4398,9203,13425,9141,4222,3847,30811,441,433938,50525,11927,30,23.6654765,23.6061,0.0593765
2439,Census Regions,New England,2022,50,7.34369,7.82131,1965,2921,4264,5224,1343,1526,12979,264,165944,10539,2758,15,26.311828,26.1695,0.142328
2440,Census Regions,Mid-Atlantic,2022,50,6.39924,8.17426,4024,6108,8130,8931,2022,1311,22396,375,273982,16658,3828,3,22.9979094,22.9799,0.0180094
2441,Census Regions,East North Central,2022,50,6.25388,5.85611,3596,3899,5386,6818,1487,1436,17236,551,294325,40923,13057,40,32.0040445,31.9063,0.0977445
2442,Census Regions,West North Central,2022,50,6.04337,6.19605,1586,1563,2196,2993,633,547,7322,290,118172,16532,5481,27,33.31722,33.1539,0.16332
2443,Census Regions,South Atlantic,2022,50,5.45108,5.60647,7898,8747,12297,13269,3550,3183,36647,959,653656,13877,1253,15,9.137423,9.02933,0.108093
2444,Census Regions,East South Central,2022,50,5.81472,5.56049,1566,1799,2546,2329,747,570,7011,317,126086,2244,213,26,10.65063,9.49198,1.15865
2445,Census Regions,West South Central,2022,50,6.66089,5.94726,1929,1761,2462,3134,701,533,8058,225,135491,12915,1979,51,15.71819,15.3233,0.39489
2446,Census Regions,Mountain,2022,50,7.11681,8.28359,2784,2842,3986,5549,1144,1127,13446,331,162321,14605,4539,25,31.249574,31.0784,0.171174
2447,Census Regions,Pacific,2022,50,6.6066,6.37263,3628,8367,12246,7366,3879,3337,26577,439,417049,44532,8965,14,20.163038099999998,20.1316,0.0314381
2448,Census Regions,New England,2022,51,7.27419,7.71776,1734,2891,4329,4237,1438,1737,12037,265,155965,10017,2307,14,23.170562,23.0308,0.139762
2449,Census Regions,Mid-Atlantic,2022,51,6.55605,7.69966,3916,5681,7595,7364,1914,1428,20303,369,263687,14879,2841,3,19.1141626,19.094,0.0201626
2450,Census Regions,East North Central,2022,51,5.61105,5.2478,2943,3104,4378,4560,1274,1245,13126,557,250124,30881,8743,28,28.4025706,28.3119,0.0906706
2451,Census Regions,West North Central,2022,51,5.19168,4.86008,1052,1126,1605,1695,479,478,4830,291,99381,14414,3925,9,27.2929393,27.2305,0.0624393
2452,Census Regions,South Atlantic,2022,51,5.37726,5.58509,7408,8216,11754,10815,3538,3389,33366,947,597412,12649,950,10,7.5895376,7.51048,0.0790576
2453,Census Regions,East South Central,2022,51,5.15957,4.93313,1262,1571,2201,1580,630,516,5559,310,112687,2045,148,22,8.31295,7.23716,1.07579
2454,Census Regions,West South Central,2022,51,6.2253,5.41684,1479,1540,2208,1945,668,527,6159,221,113701,12065,1486,27,12.540388,12.3166,0.223788
2455,Census Regions,Mountain,2022,51,6.81206,7.80414,2529,2648,3774,3988,1126,1261,11552,330,148024,12664,3563,15,28.253345999999997,28.1349,0.118446
2456,Census Regions,Pacific,2022,51,6.29414,6.13725,3177,7810,11307,5440,3497,3122,23046,425,375510,41770,7346,15,17.6227109,17.5868,0.0359109
2457,Census Regions,New England,2022,52,6.26697,6.64302,1635,2537,3946,2428,1409,2067,10076,264,151678,9299,1504,10,16.281338,16.1738,0.107538
2458,Census Regions,Mid-Atlantic,2022,52,5.61611,6.45309,3495,4936,6972,4827,2036,1648,16942,366,262541,13179,1869,5,14.219639099999998,14.1817,0.0379391
2459,Census Regions,East North Central,2022,52,4.37987,4.09304,2576,2810,4092,2708,1282,1333,10709,556,261639,26155,5285,22,20.290613899999997,20.2065,0.0841139
2460,Census Regions,West North Central,2022,52,3.9866,4.02436,923,1052,1531,969,479,503,3926,290,97556,12951,2460,20,19.149128,18.9947,0.154428
2461,Census Regions,South Atlantic,2022,52,5.23377,5.41235,6203,7791,11469,7216,3678,3960,28848,945,533003,13625,933,17,6.972481,6.84771,0.124771
2462,Census Regions,East South Central,2022,52,4.9238,4.73168,1416,1623,2386,1245,763,768,5815,309,122895,2141,104,30,6.25875,4.85754,1.40121
2463,Census Regions,West South Central,2022,52,6.03511,5.34235,1752,2258,3196,1752,938,831,7531,215,140968,12196,1206,30,10.134471999999999,9.88849,0.245982
2464,Census Regions,Mountain,2022,52,5.52712,6.29834,2036,2301,3372,2360,1071,1255,9023,334,143260,11933,2501,14,21.076022000000002,20.9587,0.117322
2465,Census Regions,Pacific,2022,52,5.84557,5.69896,2855,6666,9971,3746,3305,3089,19661,424,344993,37278,4639,25,12.5113637,12.4443,0.0670637
2466,Census Regions,New England,2023,1,3.91479,4.13684,899,1693,2756,1382,1063,1446,6483,264,156714,8398,789,20,9.633242,9.39509,0.238152
2467,Census Regions,Mid-Atlantic,2023,1,3.93155,4.80085,2527,4457,6139,3437,1682,1350,13453,371,280221,12935,1038,9,8.094318699999999,8.02474,0.0695787
2468,Census Regions,East North Central,2023,1,2.85991,2.71734,1605,1994,2976,1717,982,1024,7322,554,269455,23235,2708,19,11.7365732,11.6548,0.0817732
2469,Census Regions,West North Central,2023,1,2.6996,2.6487,583,752,1095,696,343,349,2723,291,102805,10253,1166,12,11.489339,11.3723,0.117039
2470,Census Regions,South Atlantic,2023,1,4.21775,4.36785,5746,8405,12531,7035,4126,4223,29535,947,676191,13345,579,27,4.541023,4.3387,0.202323
2471,Census Regions,East South Central,2023,1,3.54175,3.46557,982,1351,2016,989,665,580,4567,315,131782,2055,66,8,3.600974,3.21168,0.389294
2472,Census Regions,West South Central,2023,1,4.81513,4.15443,1132,1574,2372,1442,798,544,5490,225,132148,11433,741,33,6.769877999999999,6.48124,0.288638
2473,Census Regions,Mountain,2023,1,3.61901,4.13093,1300,1601,2405,1492,804,843,6040,336,146214,10099,1218,12,12.179424000000001,12.0606,0.118824
2474,Census Regions,Pacific,2023,1,4.65534,4.54009,1877,5835,8921,2816,3086,2807,16421,437,361689,29249,1963,13,6.755786,6.71134,0.044446
2475,Census Regions,New England,2023,2,2.41816,2.58497,572,980,1558,1066,578,680,3876,261,149944,7495,337,24,4.816543,4.49633,0.320213
2476,Census Regions,Mid-Atlantic,2023,2,3.12409,3.75481,1932,3004,4109,2969,1105,810,9820,374,261531,12104,396,14,3.3873140000000004,3.27165,0.115664
2477,Census Regions,East North Central,2023,2,1.99163,1.92142,1036,1281,1850,1388,569,562,4836,551,251689,20038,1246,18,6.3080193,6.21819,0.0898293
2478,Census Regions,West North Central,2023,2,2.04239,1.9219,393,541,807,671,266,233,2104,291,109475,9531,624,24,6.79887,6.54706,0.25181
